 0.00125	        1	     0.75	        1	
 0.00375	        1	     0.75	        1	
 0.00625	        1	     0.75	        1	
 0.00875	        1	     0.75	        1	
 0.01125	        1	     0.75	        1	
 0.01375	        1	     0.75	        1	
 0.01625	        1	     0.75	        1	
 0.01875	        1	     0.75	        1	
 0.02125	        1	     0.75	        1	
 0.02375	        1	     0.75	        1	
 0.02625	        1	     0.75	        1	
 0.02875	        1	     0.75	        1	
 0.03125	        1	     0.75	        1	
 0.03375	        1	     0.75	        1	
 0.03625	        1	     0.75	        1	
 0.03875	        1	     0.75	        1	
 0.04125	        1	     0.75	        1	
 0.04375	        1	     0.75	        1	
 0.04625	        1	     0.75	        1	
 0.04875	        1	     0.75	        1	
 0.05125	        1	     0.75	        1	
 0.05375	        1	     0.75	        1	
 0.05625	        1	     0.75	        1	
 0.05875	        1	     0.75	        1	
 0.06125	        1	     0.75	        1	
 0.06375	        1	     0.75	        1	
 0.06625	        1	     0.75	        1	
 0.06875	        1	     0.75	        1	
 0.07125	        1	     0.75	        1	
 0.07375	        1	     0.75	        1	
 0.07625	        1	     0.75	        1	
 0.07875	        1	     0.75	        1	
 0.08125	        1	     0.75	        1	
 0.08375	        1	     0.75	        1	
 0.08625	        1	     0.75	        1	
 0.08875	        1	     0.75	        1	
 0.09125	        1	     0.75	        1	
 0.09375	        1	     0.75	        1	
 0.09625	        1	     0.75	        1	
 0.09875	        1	     0.75	        1	
 0.10125	        1	     0.75	        1	
 0.10375	        1	     0.75	        1	
 0.10625	        1	     0.75	        1	
 0.10875	        1	     0.75	        1	
 0.11125	        1	     0.75	        1	
 0.11375	        1	     0.75	        1	
 0.11625	        1	     0.75	        1	
 0.11875	        1	     0.75	        1	
 0.12125	        1	     0.75	        1	
 0.12375	        1	     0.75	        1	
 0.12625	        1	     0.75	        1	
 0.12875	        1	     0.75	        1	
 0.13125	        1	     0.75	        1	
 0.13375	        1	     0.75	        1	
 0.13625	        1	     0.75	        1	
 0.13875	        1	     0.75	        1	
 0.14125	        1	     0.75	        1	
 0.14375	        1	     0.75	        1	
 0.14625	        1	     0.75	        1	
 0.14875	        1	     0.75	        1	
 0.15125	        1	     0.75	        1	
 0.15375	        1	     0.75	        1	
 0.15625	        1	     0.75	        1	
 0.15875	        1	     0.75	        1	
 0.16125	        1	     0.75	        1	
 0.16375	        1	     0.75	        1	
 0.16625	        1	     0.75	        1	
 0.16875	        1	     0.75	        1	
 0.17125	        1	     0.75	        1	
 0.17375	        1	     0.75	        1	
 0.17625	        1	     0.75	        1	
 0.17875	        1	     0.75	        1	
 0.18125	        1	     0.75	        1	
 0.18375	        1	     0.75	        1	
 0.18625	        1	     0.75	        1	
 0.18875	        1	     0.75	        1	
 0.19125	        1	     0.75	        1	
 0.19375	        1	     0.75	        1	
 0.19625	        1	     0.75	        1	
 0.19875	        1	     0.75	        1	
 0.20125	        1	     0.75	        1	
 0.20375	        1	     0.75	        1	
 0.20625	        1	     0.75	        1	
 0.20875	        1	     0.75	        1	
 0.21125	        1	     0.75	        1	
 0.21375	 0.998616	 0.751638	 0.998063	
 0.21625	 0.989853	 0.762055	 0.985823	
 0.21875	 0.981152	 0.772472	 0.973712	
 0.22125	 0.972512	 0.782888	 0.961729	
 0.22375	 0.963933	 0.793305	 0.949872	
 0.22625	 0.955414	 0.803722	 0.938141	
 0.22875	 0.946956	 0.814138	 0.926535	
 0.23125	 0.938558	 0.824555	 0.915051	
 0.23375	 0.930219	 0.834972	  0.90369	
 0.23625	  0.92194	 0.845388	  0.89245	
 0.23875	  0.91372	 0.855805	  0.88133	
 0.24125	 0.905559	 0.866222	 0.870329	
 0.24375	 0.897456	 0.876638	 0.859446	
 0.24625	 0.889411	 0.887055	  0.84868	
 0.24875	 0.881424	 0.897472	 0.838029	
 0.25125	 0.873495	 0.907888	 0.827493	
 0.25375	 0.865623	 0.918305	 0.817072	
 0.25625	 0.857807	 0.928722	 0.806762	
 0.25875	 0.850048	 0.939138	 0.796565	
 0.26125	 0.842346	 0.949555	 0.786478	
 0.26375	 0.834699	 0.959972	 0.776501	
 0.26625	 0.827108	 0.970388	 0.766632	
 0.26875	 0.819572	 0.980805	 0.756871	
 0.27125	 0.812091	 0.991222	 0.747217	
 0.27375	 0.804665	  1.00164	 0.737669	
 0.27625	 0.797294	  1.01205	 0.728225	
 0.27875	 0.789976	  1.02247	 0.718886	
 0.28125	 0.782713	  1.03289	 0.709649	
 0.28375	 0.775503	   1.0433	 0.700514	
 0.28625	 0.768346	  1.05372	  0.69148	
 0.28875	 0.761242	  1.06414	 0.682546	
 0.29125	 0.754191	  1.07455	 0.673711	
 0.29375	 0.747192	  1.08497	 0.664974	
 0.29625	 0.740245	  1.09539	 0.656335	
 0.29875	  0.73335	   1.1058	 0.647792	
 0.30125	 0.726506	  1.11622	 0.639345	
 0.30375	 0.719714	  1.12664	 0.630992	
 0.30625	 0.712972	  1.13705	 0.622733	
 0.30875	 0.706281	  1.14747	 0.614566	
 0.31125	 0.699641	  1.15789	 0.606492	
 0.31375	  0.69305	   1.1683	 0.598509	
 0.31625	 0.686509	  1.17872	 0.590616	
 0.31875	 0.680018	  1.18914	 0.582812	
 0.32125	 0.673576	  1.19955	 0.575097	
 0.32375	 0.667183	  1.20997	  0.56747	
 0.32625	 0.660838	  1.22039	 0.559929	
 0.32875	 0.654542	   1.2308	 0.552475	
 0.33125	 0.648294	  1.24122	 0.545105	
 0.33375	 0.642093	  1.25164	 0.537821	
 0.33625	 0.635941	  1.26205	 0.530619	
 0.33875	 0.629835	  1.27247	 0.523501	
 0.34125	 0.623777	  1.28289	 0.516465	
 0.34375	 0.617765	   1.2933	  0.50951	
 0.34625	 0.611799	  1.30372	 0.502635	
 0.34875	  0.60588	  1.31414	  0.49584	
 0.35125	 0.600007	  1.32455	 0.489124	
 0.35375	 0.594179	  1.33497	 0.482486	
 0.35625	 0.588397	  1.34539	 0.475925	
 0.35875	  0.58266	   1.3558	 0.469441	
 0.36125	 0.579867	  1.36091	 0.466294	
 0.36375	 0.579867	  1.36091	 0.466294	
 0.36625	 0.579867	  1.36091	 0.466294	
 0.36875	 0.579867	  1.36091	 0.466294	
 0.37125	 0.579867	  1.36091	 0.466294	
 0.37375	 0.579867	  1.36091	 0.466294	
 0.37625	 0.579867	  1.36091	 0.466294	
 0.37875	 0.579867	  1.36091	 0.466294	
 0.38125	 0.579867	  1.36091	 0.466294	
 0.38375	 0.579867	  1.36091	 0.466294	
 0.38625	 0.579867	  1.36091	 0.466294	
 0.38875	 0.579867	  1.36091	 0.466294	
 0.39125	 0.579867	  1.36091	 0.466294	
 0.39375	 0.579867	  1.36091	 0.466294	
 0.39625	 0.579867	  1.36091	 0.466294	
 0.39875	 0.579867	  1.36091	 0.466294	
 0.40125	 0.579867	  1.36091	 0.466294	
 0.40375	 0.579867	  1.36091	 0.466294	
 0.40625	 0.579867	  1.36091	 0.466294	
 0.40875	 0.579867	  1.36091	 0.466294	
 0.41125	 0.579867	  1.36091	 0.466294	
 0.41375	 0.579867	  1.36091	 0.466294	
 0.41625	 0.579867	  1.36091	 0.466294	
 0.41875	 0.579867	  1.36091	 0.466294	
 0.42125	 0.579867	  1.36091	 0.466294	
 0.42375	 0.579867	  1.36091	 0.466294	
 0.42625	 0.579867	  1.36091	 0.466294	
 0.42875	 0.579867	  1.36091	 0.466294	
 0.43125	 0.579867	  1.36091	 0.466294	
 0.43375	 0.579867	  1.36091	 0.466294	
 0.43625	 0.579867	  1.36091	 0.466294	
 0.43875	 0.579867	  1.36091	 0.466294	
 0.44125	 0.579867	  1.36091	 0.466294	
 0.44375	 0.579867	  1.36091	 0.466294	
 0.44625	 0.579867	  1.36091	 0.466294	
 0.44875	 0.579867	  1.36091	 0.466294	
 0.45125	 0.579867	  1.36091	 0.466294	
 0.45375	 0.579867	  1.36091	 0.466294	
 0.45625	 0.579867	  1.36091	 0.466294	
 0.45875	 0.579867	  1.36091	 0.466294	
 0.46125	 0.579867	  1.36091	 0.466294	
 0.46375	 0.579867	  1.36091	 0.466294	
 0.46625	 0.579867	  1.36091	 0.466294	
 0.46875	 0.579867	  1.36091	 0.466294	
 0.47125	 0.579867	  1.36091	 0.466294	
 0.47375	 0.579867	  1.36091	 0.466294	
 0.47625	 0.579867	  1.36091	 0.466294	
 0.47875	 0.579867	  1.36091	 0.466294	
 0.48125	 0.579867	  1.36091	 0.466294	
 0.48375	 0.579867	  1.36091	 0.466294	
 0.48625	 0.579867	  1.36091	 0.466294	
 0.48875	 0.579867	  1.36091	 0.466294	
 0.49125	 0.579867	  1.36091	 0.466294	
 0.49375	 0.579867	  1.36091	 0.466294	
 0.49625	 0.579867	  1.36091	 0.466294	
 0.49875	 0.579867	  1.36091	 0.466294	
 0.50125	 0.579867	  1.36091	 0.466294	
 0.50375	 0.579867	  1.36091	 0.466294	
 0.50625	 0.579867	  1.36091	 0.466294	
 0.50875	 0.579867	  1.36091	 0.466294	
 0.51125	 0.579867	  1.36091	 0.466294	
 0.51375	 0.579867	  1.36091	 0.466294	
 0.51625	 0.579867	  1.36091	 0.466294	
 0.51875	 0.579867	  1.36091	 0.466294	
 0.52125	 0.579867	  1.36091	 0.466294	
 0.52375	 0.579867	  1.36091	 0.466294	
 0.52625	 0.579867	  1.36091	 0.466294	
 0.52875	 0.579867	  1.36091	 0.466294	
